identifiant,L'Express,Télérama,Brazil,Les Fiches du Cinéma,Les Inrockuptibles,Le Figaroscope,Cahiers du Cinéma,Le Point,Bande à part,Le Monde,20 Minutes,Télé Z,Ciné Live,So Film,La Septième Obsession,Le Quotidien de Paris,Chicago Sun-Times,Elle,BIBA,Télé Loisirs,Les Echos,Le Journal du Geek,Sud Ouest,Marianne,GQ,Metro,Le Figaro,Marie Claire,La Voix du Nord,Franceinfo Culture,Time Out Paris,France Soir,Obejctif-Cinema.com,La Tribune,Femme Actuelle,L'Obs,Gala,Télé Câble Sat,Ouest France,Abus de Ciné,L'Aurore,Positif,Impact,Konbini,TéléCinéObs,Mad Movies,Chronic'art.com,Critikat.com,Paris Match,La Croix,TF1 News,Télé 7 Jours,Rolling Stone,IGN France,Télé 2 semaines,Dvdrama,Le Parisien,Aden,L'Humanité,Courrier International,Closer,CinemaTeaser,Le Dauphiné Libéré,Filmsactu,Excessif,Charlie Hebdo,Ecran Large,Le Journal du Dimanche,VSD,Fantastikindia,Public,Première,LCI,Transfuge,Téléstar,CNews,Libération,Slate,Voici,Studio Magazine,Studio Ciné Live,Dernières Nouvelles d'Alsace,Le Soir,L'Ecran Fantastique,Culturopoing.com,aVoir-aLire.com
283587,,Très bien,,Très bien,Pas mal,,Pas mal,,Très bien,Pas mal,,,,,,,,,,,Très bien,,Très bien,Très bien,,,Très bien,,,,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,,,,,Pas mal,,,,,,,Très bien,,Très bien,,,,Très bien,,,,,Très bien,,,,Pas mal,,,,,,,,,,Très bien,,,Pas mal,Pas mal
284657,,Très bien,,,Très bien,,,,,Très bien,,Pas mal,,,,,,Très bien,,Chef-d'oeuvre,Bien,,,,,,Bien,,,,,,,,,,,Pas mal,Bien,,,,,,,,,,,,,Excellent,,,,,Excellent,,Bien,,,,,,,,,,,,,,,,Bien,,,,,,,,,,,
288925,,Pas mal,,Pas terrible,,,,,Très bien,,,,,,,,,,,,,,Pas mal,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,,,,,Très bien,,,,
290640,,Très bien,,Pas mal,Très mauvais,,Très mauvais,,,Pas terrible,,,,,,,,,,Chef-d'oeuvre,Très bien,,Pas mal,,,,Chef-d'oeuvre,,Très bien,Très bien,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,,,Pas terrible,,Pas mal,,Très bien,Très bien,,,,Chef-d'oeuvre,,,,,Très bien,,,,,,Très bien,,,,Très mauvais,,,,Très bien,Pas terrible,,Très bien,,,,,,Pas terrible,Pas mal
286829,,Chef-d'oeuvre,,Très bien,Pas mal,,Pas mal,,Très bien,Très bien,Très bien,,,,,,,Très bien,,Très bien,Pas mal,,,Très bien,,,Pas terrible,,Très bien,,,,,,,Pas terrible,,,Chef-d'oeuvre,,,Très bien,,,,,,Pas terrible,Très bien,Très bien,,Pas mal,,,,,Pas terrible,,,,,Très bien,Très bien,,,,Très bien,Pas mal,,,,Très bien,,Très bien,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,Très bien,,Pas mal,Très bien,Pas terrible
295062,,Très bien,,Très bien,Pas terrible,,Pas mal,,Pas mal,Pas mal,Très bien,,,,,,,,,,,,,,,,Très mauvais,,Très bien,Très bien,,,,,,Pas mal,,,Pas terrible,,,Pas mal,,,,,,Très mauvais,,,,,,,Très bien,,Pas mal,,Très bien,,,,,,,,,Pas mal,,,,Pas terrible,,,,,Très mauvais,,,,,,,,,Très bien
271546,,Pas mal,,,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,Pas mal,,,,,,Pas mal,,,,Chef-d'oeuvre,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,Très bien,,,,,Très mauvais,,,,,Pas mal,,,,,,,Pas mal,,Pas terrible
284879,,Très bien,,Pas mal,Très bien,,Pas terrible,,Très bien,Pas mal,Très bien,,,,,,,,,,Très bien,,Pas mal,Très bien,,,Très bien,Très bien,,,,,,,,Pas mal,,,Très bien,,,Très bien,,,,,,,Très bien,Pas mal,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,Pas mal,,,,,Pas mal,,Très bien,,,,,,Très bien,
198040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272034,,Très mauvais,,Pas terrible,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,Pas mal,,,,,,,,,,Pas terrible,Pas mal,,,,Pas terrible,,,,,Pas mal,,,,,,,Très mauvais,,
290698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278524,,Très bien,,Très bien,Très bien,,Très bien,,Très bien,Très bien,Très bien,,,,Très bien,,,Très bien,,,Chef-d'oeuvre,,Très bien,,,,Très bien,,,,,,,,,Pas mal,,,,,,Chef-d'oeuvre,,,,,,Très bien,Pas mal,Très bien,,,,,,,Très bien,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,Très bien,Très bien,,,,Pas terrible,,Chef-d'oeuvre,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,Chef-d'oeuvre
263335,,Très bien,,Chef-d'oeuvre,Chef-d'oeuvre,,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,,,,,,Très bien,,,,,Très bien,,,,Pas mal,Très bien,Pas terrible,Très bien,,,,,,Très bien,,,Très mauvais,,,,,,,,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,,,,,,Très mauvais,,,,,Très bien,,,,,Très bien,Pas mal,,,,Très bien,,Chef-d'oeuvre,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,Très mauvais
286122,,Très mauvais,,Très bien,,,Pas terrible,,,Pas mal,Très bien,,,,Très bien,,,,,Très bien,Pas mal,,Très mauvais,,,,Très mauvais,,,Très bien,,,,,,Très bien,,,Chef-d'oeuvre,,,Pas mal,,,,Très bien,,,Pas terrible,,,Pas terrible,,,,,Très bien,,Très bien,,Très bien,,Très bien,,,,Très bien,Pas mal,,,Très bien,Pas mal,,,,,,,Très bien,,,Très bien,,Très bien,Pas mal,Pas mal
145712,,Très bien,,Très bien,Pas mal,,,,,Très bien,Très bien,,,,,,,,,Très bien,,,,,,,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Pas mal,,,,,Pas mal,,,,,Très bien,,,,,Pas mal,,,,,Pas mal,Très bien,,,,,,,,,,,,,
286700,,Très bien,,Très bien,Très bien,,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,Pas terrible,,,,,Très bien,,,,,,,,,
283722,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,Pas mal,,,,,Très bien,,,,Très bien,,,,,,,,,,,Pas terrible,,,,,,,Pas terrible,,,,Très bien,,Très bien,,,,Pas terrible,Pas terrible,,,,Très mauvais,,,,,,,,,,Très bien,,,,
277500,,Très bien,,Très bien,Très bien,,Pas mal,,Très bien,Pas mal,,,,,,,,Très bien,,Très bien,,,Très bien,,,,Pas mal,,Pas mal,Très bien,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,Pas terrible,,Pas mal,,Pas mal,,,,,Pas mal,,,,,,Très bien,,,,,Pas mal,,,,Très bien,,,,,Très bien,,Très bien,,,Très bien,,,Très bien,
285156,,Très mauvais,,Très bien,Pas terrible,,Très mauvais,,,Pas mal,,,,,,,,,,,,,,Chef-d'oeuvre,Très bien,,Très bien,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,,,,,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,Très bien
264053,,Pas mal,,Pas terrible,,,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Très bien,,,Chef-d'oeuvre,,,,,,,Très bien,,,,,,,Très bien,,,,Très bien,,,,,Pas mal,,,,,Très bien,Très bien,,,,Chef-d'oeuvre,,,,,,,,,,,,Très bien,Chef-d'oeuvre,
291593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277535,,Très bien,,Chef-d'oeuvre,Très bien,,Très bien,,Très bien,Très bien,,,,,,,,,,,,,Très bien,,,,,,Pas mal,Très bien,,,,,,Très bien,,,Très bien,,,Pas mal,,,,Pas mal,,Très mauvais,Chef-d'oeuvre,Pas terrible,,,,,,,Très bien,,,,,,,,,,Très bien,Très bien,,,,Très bien,,,,,,,,,,,,,Très bien,Très bien
290428,,Pas mal,,Très bien,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,,Pas terrible,,,,,,Pas mal,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Pas mal,Pas mal,,,,Pas mal,,,,,Pas terrible,,,,,,,,,
264699,,Pas mal,,,,,,,,Pas mal,Très bien,,,,,,,,,Très bien,,,,,,,Pas terrible,,Très bien,,,,,,Très bien,Pas mal,,,Très bien,,,,,,,,,,,Pas mal,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,Pas mal,,,,Très bien,,,Très bien,,,,,,,
260891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176634,,Très bien,,Très bien,Très bien,,,Très bien,,Pas mal,,,,,,,,Très bien,,,,,,,Chef-d'oeuvre,,Très bien,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,Très bien,,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,
290328,,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,Chef-d'oeuvre,,Très bien,Très bien,Très bien,,,,,,,,,,Chef-d'oeuvre,,Très bien,,,,Très bien,Très bien,Très bien,,,,,,,Très bien,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,,Très bien,,Très bien,,,,,,,Très bien,,Chef-d'oeuvre,,,Très bien,,,,,Très bien,Très bien,,,,Très bien,,Chef-d'oeuvre,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,,Très bien
277733,,,,Très bien,,,,,Chef-d'oeuvre,Très bien,,,,,,,,,,,Très bien,,,Chef-d'oeuvre,,,Pas mal,,Pas mal,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,Pas terrible,,,,,,,Pas mal,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,Très bien
263389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315396,,Pas mal,,Très bien,Très bien,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,,,,,,Très bien
269097,,Pas mal,,Pas mal,Pas mal,,Pas terrible,,,Pas terrible,,,,,,,,Très bien,,Très bien,Très bien,,Très bien,,,,Pas terrible,,Pas terrible,,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,,Très bien,Pas terrible,,Très bien,,,,,Très bien,,,,,,,,,,Pas terrible,Pas mal,,,,Pas mal,,,,,Pas terrible,,Très bien,,,Très bien,,,,Très bien
268680,,Très mauvais,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Très bien,,,,Pas terrible,Pas mal,,,,,,,,,Très mauvais,,,,,Très bien,,,,
285065,,Pas mal,,Très bien,Très mauvais,,,,Très bien,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,Très bien,,,,,,,,Pas mal,,Pas mal,,,,,Très bien,,,,,,,,,,,Pas mal,,,Très bien,Pas terrible,,,,,,,,,,,,,Pas mal,Très mauvais
259756,,Pas mal,,Très bien,,,,,,,Très bien,,,,,,,,,Très bien,,Très bien,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,,,,,,,Pas mal,,Pas mal,,,,,Pas mal,,,,,,,,,,,Pas mal,,,,Pas mal,,,,,,,,,,,,,,
225024,,Pas mal,,Très bien,Très bien,,Pas terrible,,Chef-d'oeuvre,Pas mal,Très bien,,,,Pas mal,,,Chef-d'oeuvre,,,Très bien,,,Très bien,,,,,,,,,,,,Très bien,,,,,,Chef-d'oeuvre,,,,,,Pas terrible,,Pas mal,,,,,,,Chef-d'oeuvre,,,,,Pas mal,Très bien,,,,Très bien,Très bien,,,,Très bien,,,,,Très bien,,,,,Très bien,,,,Pas mal
271878,,Pas mal,,Chef-d'oeuvre,Très bien,,,,,Très mauvais,,,,,,,,,,,Pas mal,,,Pas mal,,,Pas terrible,,Très bien,,,,,,,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,Pas mal,,,,,,,,,
288798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225850,,Pas mal,,Pas mal,Pas terrible,,Pas mal,,,Pas terrible,Très bien,,,,Très bien,,,,,Très bien,Pas terrible,,Pas mal,,,,Pas mal,Très bien,Pas mal,,,,,,Très bien,Pas mal,,,Très bien,,,Pas terrible,,,,,,Pas terrible,Très bien,Pas mal,,,,,,,Pas mal,,Très bien,,,,Très bien,,,,,Pas mal,,,,Pas mal,,,,,,,,,,Très bien,,,,Pas mal
287060,,Pas mal,,Pas terrible,Très mauvais,,Pas terrible,,,Pas terrible,Très bien,,,,,,,,,,Très bien,,,Très bien,,,Pas mal,Pas mal,,,,,,,,Très mauvais,,,Très mauvais,,,Chef-d'oeuvre,,,,,,,Pas terrible,Pas terrible,,Pas mal,,,,,Très mauvais,,,,,,,,,,,Pas mal,,,,Très mauvais,,,,,,,Pas mal,,,,,,,
289989,,Pas mal,,Pas terrible,Pas mal,,,,,Pas terrible,,,,,,,,Chef-d'oeuvre,,,Très bien,,,,,,Très mauvais,,,,,,,,Très bien,Pas mal,,,,,,Pas mal,,,,,,,Très bien,Pas mal,,Pas mal,,,,,Très bien,,,,,,Très bien,,,,,Pas mal,,,,Pas mal,,,,,Très bien,,Chef-d'oeuvre,,,Très bien,,,,
271075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280964,,Très bien,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Très bien,,,,,,Très bien,Pas mal,,,Pas mal,,,,,,,,,,,Pas mal,,Pas mal,,,,,Très bien,,,,,,Pas mal,,,,,Pas mal,,,,,,,,,,,,,,Pas mal,,,,
296082,,Pas mal,,Très bien,,,Pas mal,,,Pas terrible,Très bien,,,,,,,Très bien,,,,,,,,,Pas mal,,Pas mal,,,,,,,Très bien,,,,,,Pas mal,,,,,,,,Pas mal,,Pas mal,,,,,Chef-d'oeuvre,,,,,,,,,,Pas mal,Pas mal,,,,Pas terrible,,,,,,,,,,,,,,
277937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281969,,Pas mal,,Très bien,Pas mal,,Très bien,,,Pas terrible,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,,,,,,,Très bien,Très bien
286901,,Très mauvais,,Pas mal,,,Pas terrible,,,Pas terrible,Très bien,,,,,,,,,,Pas mal,,Pas mal,,,,,,Pas mal,,,,,,,Pas mal,,,,,,Très bien,,,,Pas mal,,,,Pas terrible,,,,,,,Très bien,,,,,,Très bien,,,,,Pas mal,,,,Très mauvais,,,,,,,Très bien,,,Très bien,,,,
294329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285707,,Pas terrible,,Très bien,Très mauvais,,Pas terrible,,,Pas mal,Très bien,,,,,,,,,,Très mauvais,,,,,,Pas mal,,,,,,,,,Très mauvais,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,Très bien,,,,,Très bien,,,,,Pas mal,Pas mal,,,Très bien,Très mauvais,,,,,,,Très bien,,,,,,Pas mal,
286275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285954,,Pas mal,,Pas mal,,,Pas terrible,,,Pas mal,Très bien,,,,,,,,,Pas mal,,,,,,,Très bien,,Pas mal,Pas mal,,,,,,Pas mal,,,Pas terrible,,,Pas mal,,,,,,,,,,Très bien,Pas mal,,Très bien,,Pas mal,,,,,,Très bien,,,,,Pas terrible,,,,Très mauvais,,,,,Pas terrible,,Très bien,,,Très bien,,,Pas terrible,
277041,,Pas mal,,Très bien,,,,,,,,,,,,,,,,,,,Pas terrible,,,,Très bien,,Pas mal,Très bien,,,,,Très bien,Pas mal,,,Pas terrible,,,Pas terrible,,,,,,,Pas mal,Pas mal,,Pas mal,,,,,Très bien,,,,,,Très bien,,,,,Pas mal,,,,Pas terrible,,,,Très bien,,,Très bien,,,Très bien,,,,
277640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282293,,Très mauvais,,Pas mal,,,,,,Pas terrible,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,Pas terrible,,,Très mauvais,,,Très mauvais,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,Pas terrible,,,,Très mauvais,,,,,,,,,,,,,,
272144,,Pas mal,,Pas mal,Très bien,,Très mauvais,,,Pas terrible,,,,,,,,,,Pas terrible,,,Pas mal,,Chef-d'oeuvre,,Très bien,,,,,,,,Chef-d'oeuvre,Très bien,,,Très mauvais,,,Très bien,,,,Pas mal,,Pas terrible,Pas mal,Pas terrible,,,,,Pas mal,,Très mauvais,,,,,Chef-d'oeuvre,,,,,,Très bien,,,Chef-d'oeuvre,Très mauvais,,Très bien,,,Pas terrible,,Chef-d'oeuvre,,,,,,Très bien,Très bien
286148,,Pas mal,,Très bien,Très bien,,Pas mal,,,Très bien,Très bien,,,,,,,,,Très bien,,,,,,,Très bien,,,,,,,,,Pas terrible,,,Chef-d'oeuvre,,,Pas mal,,,,Très bien,,,,,,,,,,,Très bien,,,,,,,,,,Très bien,Très bien,,,,Pas mal,,,,,Pas terrible,,,,,,,Très bien,,Pas mal
279841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287657,,Très bien,,Pas mal,Très bien,,,,Pas mal,Pas mal,Très bien,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,Chef-d'oeuvre,,,Pas mal,,,,,,,,Pas mal,,Très bien,,,,,Chef-d'oeuvre,,,,,,,,,,,Pas mal,,,,Pas mal,,,,Très bien,,,,,,,,,,Très bien
273744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274208,,Pas mal,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Très bien,,,,,,Pas mal,,,,,,,,,,,,,,,Pas mal,,,,,,,Chef-d'oeuvre,,,,,,,,,,,Pas mal,,,,Pas terrible,,,,Très bien,,,Pas mal,,,,,,,
294337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299552,,Pas terrible,,Pas terrible,,,Pas mal,,,,,,,,,,,,,Pas mal,,,,,,,,,,Très bien,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,Pas mal,,Pas mal,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas mal,Pas mal
257549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289946,,Très mauvais,,Pas mal,,,,,,Très mauvais,,,,,,,,,,Très bien,,,Pas terrible,,,,,,,,,,,,,Très mauvais,,,,,,Très bien,,,,,,,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,Pas terrible,,,Très bien,Très mauvais,,,,,,,,,,,,,,Pas mal
256523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280861,,Très bien,,Très bien,Pas terrible,,Pas mal,,,Très bien,Très bien,,,,,,,Très bien,,Pas mal,Très bien,,,Très bien,,,Très bien,,,,,,,,,Très mauvais,,,Pas mal,,,Très bien,,,,,,,,Très bien,,Très bien,Pas mal,,,,Très bien,,Très bien,,,,,,,,,Pas mal,,,Très bien,Pas terrible,,,,Très bien,Pas mal,,Chef-d'oeuvre,,,,,,,Pas mal
295138,,Pas mal,,Très bien,,,,Pas mal,,Très bien,,,,,,,,,,,Très bien,,,,,,,,,Très bien,,,,,,Pas mal,,,,,,Très bien,,,,Très bien,,,Pas mal,,,,,Très bien,,,Très bien,,,,,,Pas terrible,,,,,Pas mal,,,,Très bien,,,,,,,Pas mal,,,Pas terrible,,,Très bien,
262030,,Pas mal,,Très bien,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Pas mal,,,Pas mal,,,Pas mal,,,,Chef-d'oeuvre,,Pas terrible,,,,,,,,,Très bien,,,,,,Très bien,,,,Très bien,Pas terrible,,,,Pas terrible,,,,,,,Très bien,,,Très bien,,Très bien,Très bien,
299491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293141,,Pas mal,,Très bien,,,Pas mal,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,Pas terrible,,,,,,,,,,Très bien,Pas mal,,,,Pas mal,,,,,Pas mal,,Très bien,,,,,Très bien,,
270879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57512,,Très bien,,,Pas terrible,,Pas terrible,,,Pas mal,Très bien,,,,,,,Très bien,,Pas mal,,,Pas mal,,,,,Très bien,Pas mal,,,,,,Très bien,Très bien,,,Très bien,,,Très bien,,,,,,,,Très bien,,Pas mal,,,,,Pas mal,,,,,,Pas mal,,,,,Pas mal,,,,Pas mal,,,,,Très bien,,Très bien,,,Pas mal,,,,Pas mal
274260,,Pas mal,,Pas mal,Pas terrible,,,,Pas mal,,Très bien,,,,,,,,,Très bien,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,Pas mal,,,,,Pas mal,,Très bien,,,,,,,
313071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254362,,Pas mal,,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,Pas mal,,Très bien,,,,,,,Pas mal,,,Très bien,,,,,,,Très bien,,,,Très bien,,,,Très bien,,,Pas mal,,,,,,,,,,Très bien,Pas terrible,,,,Pas mal,,,,,,,Très bien,,,,,Pas mal,,
273524,,Très bien,,Pas terrible,Très bien,,Très bien,,Très mauvais,Pas terrible,Très bien,,,,,,,,,,Pas mal,,,Très bien,,,Très mauvais,,Très bien,Très bien,,,,,Très bien,Très bien,,,Très mauvais,,,Très bien,,,,,,Pas terrible,Pas mal,Très bien,,,,,,,Très bien,,Chef-d'oeuvre,,,,Très bien,,,,,Pas terrible,,,,Très mauvais,,Pas terrible,,,Très bien,,Très bien,,,Très bien,,,Pas terrible,Chef-d'oeuvre
293627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270809,,Très mauvais,,Pas mal,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Pas mal,Pas terrible,,,,Pas terrible,,,,,,,Pas mal,,,,,,Pas mal,
