identifiant,L'Express,Télérama,Brazil,Les Fiches du Cinéma,Les Inrockuptibles,Le Figaroscope,Cahiers du Cinéma,Le Point,Bande à part,Le Monde,20 Minutes,Télé Z,Ciné Live,So Film,La Septième Obsession,Le Quotidien de Paris,Chicago Sun-Times,Elle,BIBA,Télé Loisirs,Les Echos,Le Journal du Geek,Sud Ouest,Marianne,GQ,Metro,Le Figaro,Marie Claire,La Voix du Nord,Franceinfo Culture,Time Out Paris,France Soir,Obejctif-Cinema.com,La Tribune,Femme Actuelle,L'Obs,Gala,Télé Câble Sat,Ouest France,Abus de Ciné,L'Aurore,Positif,Impact,Konbini,TéléCinéObs,Mad Movies,Chronic'art.com,Critikat.com,Paris Match,La Croix,TF1 News,Télé 7 Jours,Rolling Stone,IGN France,Télé 2 semaines,Dvdrama,Le Parisien,Aden,L'Humanité,Courrier International,Closer,CinemaTeaser,Le Dauphiné Libéré,Filmsactu,Excessif,Charlie Hebdo,Ecran Large,Le Journal du Dimanche,VSD,Fantastikindia,Public,Première,LCI,Transfuge,Téléstar,CNews,Libération,Slate,Voici,Studio Magazine,Studio Ciné Live,Dernières Nouvelles d'Alsace,Le Soir,L'Ecran Fantastique,Culturopoing.com,aVoir-aLire.com
214609,Pas mal,Très mauvais,,Très bien,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Pas terrible,,,,,,,,,,,,,,,,,,Pas mal,,,,Pas mal,,,,,,,,,Très mauvais,,,,,Pas mal
207725,,Pas mal,,Pas terrible,,Pas mal,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Pas terrible,,,Très bien,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Très mauvais,,,Très bien,,Pas mal
122620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181919,,Très mauvais,,Très mauvais,,,Très mauvais,,,Très mauvais,,,,,,,,,,,,,,Très mauvais,,,,,,Pas terrible,,,,,,,,,,,,Pas terrible,,,,Très mauvais,,Pas terrible,,,Pas terrible,,,,,,,,,,,Très mauvais,,,,Pas mal,Très mauvais,Très mauvais,,,,Pas terrible,,,,,Pas terrible,,,,Très mauvais,,,Pas mal,,Très mauvais
195038,Pas terrible,Pas mal,,Pas mal,Pas mal,Très bien,Très mauvais,,,Très bien,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,Pas mal,,,Très mauvais,,Pas mal,,,,,,,Très bien,,,,,Pas mal,,,,,Pas mal,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal
201913,Très bien,Très bien,,Pas mal,Pas mal,,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,,,Très bien,Pas mal,,,,,,,,,,,,,,,,Pas mal,Pas mal,,,,Très bien,,,,,,,,,Très mauvais,,,,,Très bien
204761,,Très mauvais,,Pas terrible,,Très mauvais,,,,Très mauvais,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,Pas mal,,,,,,Très mauvais,,,,Pas mal,,Pas terrible,,,,,,Pas mal,,,,,,,,,,Pas terrible,,,,,Très mauvais,,,,,,,,,Pas mal,,,,,Pas terrible
213984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222398,,Pas mal,,Moyen,Pas mal,,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Bien,,,,,,,,,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,Très bien,,,,,Pas terrible,,Très bien,,Pas mal,,,Pas terrible,,Pas mal
206715,,Pas mal,,Pas mal,Pas terrible,,Pas terrible,Très bien,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,Pas mal,Pas mal,,,,,,,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,,,,Très mauvais,,,,,
200341,,Très bien,,Pas mal,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,,,Très bien,,,,,
210307,,Très bien,,Pas mal,,Pas mal,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas terrible,,Très bien,,,,,,,Pas mal,,,,,Pas terrible
208295,Pas terrible,Pas mal,,Très bien,Pas mal,,Très mauvais,,,Très bien,,,,,,,,,,,,,,Très bien,,Pas mal,,,,,,,,,,,,,Pas terrible,,,Très bien,,,Pas mal,,,Très mauvais,,,Très bien,,,,,,Chef-d'oeuvre,,,,,,,,,,,Très bien,,,,Très bien,,Pas terrible,,,Très bien,,,,Très bien,,,,,
202927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189292,Très mauvais,Pas mal,,Pas terrible,,Pas terrible,,Pas mal,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,Pas terrible,,,,,Très mauvais,,,,,,,Pas mal,,,,,,,,,,,Pas terrible,,,,Pas terrible,,,,,,,,,Pas terrible,,,,,
206701,,Pas mal,,Pas mal,Très bien,,Très bien,,,Très bien,Très bien,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,Pas mal,,,,,,Chef-d'oeuvre,,,Très bien,,,Très bien,Chef-d'oeuvre,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,,,,Pas mal,,,,,
212933,,Très bien,,Pas terrible,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,Très bien,,,Très bien,,,,,Pas terrible,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
217618,,Pas mal,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,,,,Très mauvais,,,Pas mal,,,,,,,,,,,,,,,,,Très bien,,,,Pas mal,,,,,,,,,Très bien,,,,,Pas mal
205148,Pas terrible,Pas mal,,,Très bien,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très bien,,,Très mauvais,,,Pas mal,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,Pas terrible,,,,Très mauvais,,,,,,,,,Pas terrible,,,,,
206612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201420,,,,Pas mal,Pas mal,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,,Très bien,,,Très bien,,,Très bien,,Pas mal,,,,,,,,,,,,Pas mal,,,,Pas mal,,Très bien,,,,Très bien,,Pas terrible,,,Très bien,,,,Pas mal,,,,,
192285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175041,Très mauvais,Très mauvais,,Pas terrible,Très mauvais,,Pas terrible,Très mauvais,,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très mauvais,,,Pas terrible,,Pas mal,,,,,,,,,,,,,,,Très mauvais,,Pas terrible,Pas terrible,,,,Pas terrible,,,,,,,,,Très mauvais,,,,,
213028,,Pas mal,,Très bien,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Pas terrible,,Pas mal,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,Pas mal,,,,,,,,,Pas mal,,,,,Très bien
174401,,Très bien,,Pas terrible,,Très mauvais,Très mauvais,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Pas mal,,,Pas mal,,,Chef-d'oeuvre,,,Pas mal,,,Pas terrible,,Pas terrible,Très bien,,,,,,,,Très bien,,,,,,,,,Très bien,,,,Pas mal,,,,,,,,,Pas mal,,,,,Très bien
174669,,Très bien,,Très bien,,,Pas terrible,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,Pas mal,,,,,Très bien,,,,Pas terrible,,,,,Pas mal
200110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208620,Très bien,Très mauvais,,Pas terrible,,,,Très bien,,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très bien,Pas mal,Pas mal,,,,,,,Très bien,,,,,Pas terrible,,Pas mal,,,Très bien,Pas mal,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
206782,,Pas mal,,Très bien,Très mauvais,,,,,Pas terrible,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas mal,,,Pas mal,,,Pas mal,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
210628,,Très bien,,Très bien,Pas terrible,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,Pas mal,,,,,Chef-d'oeuvre
201925,,Pas mal,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Très bien,,Très bien,Pas terrible,,,,,,,,Pas mal,,,,,,,,,Pas terrible,,,,Très bien,,,,,,,,,Pas mal,,,,,Très bien
221891,,Très bien,,Pas terrible,Très bien,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très mauvais,,,Très bien,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,Très bien,,,,,Pas mal
206434,Pas mal,Pas mal,,Pas terrible,Très bien,Pas mal,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,Pas terrible,,,,,Pas mal
208568,Pas mal,Très mauvais,,Très bien,Très mauvais,,Très mauvais,,,Très mauvais,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas mal,,,Très bien,,,Pas terrible,,Pas terrible,,,,,,,Pas mal,,Pas mal,,,Pas mal,,,,,Pas mal,Pas terrible,,,,,,Pas terrible,,,,,,,Pas mal,,,,,Très bien
203044,,Pas mal,,Pas mal,Pas mal,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,Très bien,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,Pas mal
206607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206610,,Très bien,,,,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Pas mal,,,,,,,Très bien,,,,,Pas mal
224739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201435,,Très mauvais,,Pas mal,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,Très bien,Pas terrible,,,,,,,,Pas mal,,,,,,,,Pas mal,Pas mal,,,,Pas terrible,,,,,Pas terrible,,,,Pas mal,,,,,
216970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213753,Pas mal,Pas mal,,Très bien,,Pas mal,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,Pas mal,,,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,Pas mal,,,,,,,,,Très bien,,,,,Pas mal
192984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200435,Très bien,Pas terrible,,Pas mal,Pas terrible,Pas terrible,,Pas terrible,,Pas terrible,Très bien,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,Pas terrible,,,,,,Très bien,,,Pas terrible,Pas mal,,,,,,,,,,Pas terrible,,,,,,,,Pas mal,Pas mal,,,,,,,,,Pas mal,,,,Pas mal,,,,,
214014,Très bien,Pas mal,,Très bien,,,Très mauvais,,,Très bien,Pas mal,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,Pas terrible,,,Très bien,,,Très bien,,,Très mauvais,,,Très bien,,,,,,Chef-d'oeuvre,,,,,,,,,,,Pas mal,,,,Très bien,,Pas mal,,,Très bien,,,,Très bien,,,,,
214140,,Très mauvais,,Pas mal,Pas terrible,,Très mauvais,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très mauvais,,,,Très mauvais,Pas terrible,,,,,,,Très mauvais,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,Très mauvais,,,,,Très mauvais
201422,Très bien,Très bien,,Pas terrible,,Très bien,,,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Pas terrible,,Pas mal,,,,,,,,,Pas terrible,,,,,,,,,Pas mal,,,,,,Très mauvais,,,,,,,Très bien,,,,,Pas terrible
212539,,Pas mal,,Très bien,,,,Très bien,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,Pas mal,,,,,Chef-d'oeuvre,,,,Pas mal,,,,,
210591,,Pas mal,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre
212412,,Très bien,,Très bien,Chef-d'oeuvre,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,Pas mal,,,,,,Pas terrible,,Très bien,,,,,,,,,Chef-d'oeuvre,,,,,,,,,Pas mal,,,,Pas mal,,,,,,,,,Pas mal,,,,,
220020,,Très bien,,Pas mal,,Pas mal,,,,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,Très bien,,,Pas mal,,,,,Très bien,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,
177097,,Pas mal,,Chef-d'oeuvre,Pas mal,Pas terrible,Pas terrible,,,Pas mal,Très bien,,,,,,,Pas mal,,,,,,Très bien,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Pas mal,,Pas mal,,,,,,,,,Pas terrible,,,,,,,,,Pas terrible,,,,Pas terrible,,,,,Très bien,,,,Très bien,,,,,
195859,Pas mal,Très bien,,Pas mal,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Chef-d'oeuvre,,,Pas mal,,Pas mal,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,Pas mal
203102,,Très bien,,Pas mal,Très bien,Très bien,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très mauvais,,,Très bien,,Très bien,,,,,,,,,,,,Très bien,,,,,,,,,,Très bien,,,,,,,,,Pas mal,,,,,Très bien
215580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196755,,Très mauvais,,Pas mal,,,,Très bien,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Très mauvais,,,,Très bien,Pas terrible,,,,,,,,,Pas terrible,,,Très bien,,,,,Pas mal,Pas mal,,,,Pas mal,,,,,Pas terrible,,,,Pas mal,,,,,Pas mal
220567,,Pas mal,,Très bien,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,,Très bien,,,,Très bien,Très bien
188838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224949,,Pas mal,,Pas mal,Pas mal,Pas terrible,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,Pas terrible,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,,,,Pas terrible,,,,,Pas mal
201823,,Pas mal,,Pas terrible,Très bien,,,,,Très mauvais,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Pas mal,,Pas mal,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas mal,,Chef-d'oeuvre,,,,,,,Très bien,,,,,
206393,Pas mal,Très bien,,Très bien,Très bien,,Pas mal,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas terrible,,,Chef-d'oeuvre,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,,
225705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201221,Pas mal,Pas mal,,Pas mal,,,,,,Pas mal,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,Pas mal,,Très bien,,,,,,,Pas mal,,,,,Pas mal,,,Pas mal,,,,,Pas mal,,,,,,,,,Très bien,,,,,Pas terrible
140868,,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,,,,,,Pas mal,,,,,,,,Pas mal,Pas terrible,,,,Pas terrible,,,,,,,,,Pas mal,,,,,Pas mal
208700,,Pas mal,,Pas terrible,Très bien,,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,Très bien,,,,,Pas mal,,,,,,,Très bien,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,,Pas mal,,,,,
201922,,Très bien,,Très bien,Pas terrible,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,Très mauvais,,Très bien,,,,,,,Très bien,,Chef-d'oeuvre,,,,,,,,,,,,,Très bien,,Très bien,,,,,,,Pas mal,,,,,
203269,,Pas mal,,Pas mal,Très bien,Chef-d'oeuvre,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,Très bien,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas terrible,,Pas terrible,,,Très bien,,,,Pas mal,,,,,Très bien
206312,,Très bien,,,Pas mal,,Pas mal,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,Très bien,,,,,,,,,Très bien,,,,,Pas mal
199468,,Pas mal,,Pas mal,Très bien,,Pas terrible,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,Très bien,,,,,
214822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206668,Pas mal,Très bien,,Pas mal,Chef-d'oeuvre,,Pas mal,,,Très bien,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,,,Pas terrible,,,Pas mal,,,,Pas terrible,,,,,
208998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208359,,Très bien,,Très bien,Chef-d'oeuvre,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Pas mal,,,Très bien,Pas mal,,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,Chef-d'oeuvre,,,,,Très bien,,,,,,,,,Très bien,,,,,
213679,,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas mal,,,,,Très bien,,,,,,,Très bien,,,,,,,,,,,Pas mal,,,,Très bien,,,,,,,,,Très bien,,,,,Pas mal
216269,Pas mal,Pas terrible,,,Très bien,,,,,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Pas terrible,,,Pas terrible,,,,,,,,,,,Pas mal,,,,,,,,,,Pas mal,,,,,Très bien,,,,Pas mal,,,,,
201443,,Pas terrible,,Très mauvais,Très mauvais,Très mauvais,,Pas mal,,Très mauvais,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Très mauvais,,,Très mauvais,,,,,,,,,,,,,,,,,Pas mal,,,Très mauvais,,Pas mal,Pas terrible,,,,Pas terrible,,,,,,,,,Pas terrible,,,,,
210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210638,,Très bien,,Pas mal,Très bien,,Pas mal,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Très bien,Pas mal,,,,,,,,,,Très bien,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,Très bien,,,,,Pas terrible
201928,,Pas mal,,Très bien,Très bien,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Pas terrible,,,Pas terrible,,Pas mal,,,,,,,,,Très bien,,,,,,,,,,,,,Très bien,,,,,,,,,Très mauvais,,,,,Très bien
215060,,Très mauvais,,Pas mal,Pas mal,Très bien,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,Très bien,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,,Pas mal,,,,,Pas terrible
215863,,Très bien,,Pas mal,Pas mal,,Pas terrible,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,Très bien,,,,,
142078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196204,,Très bien,,Pas terrible,Très bien,Pas terrible,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,Pas mal,,,Pas terrible,,,Pas terrible,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,Très bien,,,,,,,Très bien,,,,,
201830,,Pas terrible,,Très bien,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très bien,,,Pas mal,Très bien,Chef-d'oeuvre,Pas mal,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,Pas mal
220585,,Pas mal,,Pas terrible,Très bien,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très bien,,,Très mauvais,,,,,,,,,,,Très bien,,,,,,,,,,,,,Très mauvais,,,,,Pas terrible,,,,Pas mal,,,,,
222513,,Très bien,,,Pas mal,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,Très bien,,,Très bien,,,,Très bien,,,,,
209976,,Très bien,,Pas terrible,Chef-d'oeuvre,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Très bien,,,Pas terrible,,,,,,,,,,,Très bien,,,,,,,,Pas mal,,,,,Pas mal,,,,,,,,,Très bien,,,,,
