identifiant,release,nationalite,date_sortie_dvd,date_sortie_bluray,date_sortie_vod,type_film,budget,langues,format_production,couleur,format_audio,format_projection,recompenses,num_visa,duration,genre1,genre2,genre3,director,press_rating,press_reviews,spectators_rating,spectators_reviews,L’Écran fantastique,Les Cahiers du cinéma,Cinemateaser,Les Inrocks,Mad Movies,Positif,Première,Télérama,Transfuge,À voir à lire,Bande à part,Critikat,Culturebox,Culturopoing,Ecran large,Filmsactu,Journal du geek,La Septième obsession,LCI,Les Fiches du cinéma,IGN France,20 minutes,Charlie Hebdo,CNews,Les Dernières Nouvelles d’Alsace,Les Echos,L’Humanité,La Croix,La Voix du nord,Le Dauphiné Libéré,Le Figaro,Le JDD,Le Monde,Le Parisien,Le Point,Libération,Marianne,Nouvel Obs,Ouest France,Sud-Ouest,Biba,Closer,Elle,Femme actuelle,GQ,Marie-Claire,Paris Match,Public,Rolling Stone,Télé 2 semaines,Télé 7 jours,Téléloisirs,Voici
140140,en salle,Australie,-,-,20/08/2017,Long métrage,5 000 000,Anglais,-,Couleur,-,-,3 prix et 6 nominations,129 176,1h 52min,Drame,,,David Michôd,"4,0",23,"3,7",2722,,,,,,,Chef-d'oeuvre,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,Très bien,Pas mal,Chef-d'oeuvre,Très bien,Très bien,,,,,,Très bien,,,,,,,,,,
175746,en salle,Espagne,-,-,28/07/2017,Long métrage,-,Espagnol,-,Couleur,-,-,2 nominations,128078,1h 58min,Epouvante-horreur,Thriller,,Guillem Morales,"3,1",17,"3,4",1301,,,,,Très bien,Pas mal,Très bien,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Pas terrible,Très bien,Pas mal,,,,,,,,Pas mal,,,,,,,,,,
172873,en salle,France,16/03/2011,-,13/09/2019,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,1 prix et 16 nominations,124669,1h 43min,Comédie,,,François Ozon,"3,9",25,"3,1",6648,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,Pas mal,Très bien,,Très bien,,,,Très bien,,,,Très bien,,,,,,
187266,en salle,France,-,-,23/03/2012,Long métrage,-,Français,-,Couleur,-,-,3 prix et 5 nominations,121548,1h 40min,Comédie dramatique,,,Mélanie Laurent,"2,9",21,"3,5",1853,,,,,,Pas terrible,Chef-d'oeuvre,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Chef-d'oeuvre,Très mauvais,,,,Pas mal,,,,,,,,,,,,,,
180417,en salle,,14/02/2019,-,01/01/2011,Long métrage,-,"Français, Thaï",-,Couleur,-,-,1 prix et 2 nominations,-,1h 53min,Comédie,Drame,Fantastique,Apichatpong Weerasethakul,"3,7",24,"2,4",993,,,,,,Chef-d'oeuvre,Très bien,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,Très mauvais,,,,,Très bien,Très bien,Très mauvais,Chef-d'oeuvre,Chef-d'oeuvre,,,,,,Pas mal,,,,Chef-d'oeuvre,,,,,,
127741,en salle,U.S.A.,-,15/04/2011,31/01/2018,Long métrage,130 000 000 USD,Anglais,-,Couleur,-,-,,127274,1h 35min,Aventure,Animation,Comédie,Tom McGrath,"3,1",21,"3,5",5906,,,,,,,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Pas mal,Très bien,,,,,,,,,,,,,,,,,,
145167,en salle,France,20/04/2011,20/04/2011,01/02/2016,Long métrage,-,Français,35mm,Couleur,Dolby Digital DTS,2.35 : 1 Cinemascope,1 prix et 5 nominations,119 047,1h 45min,Drame,,,Nicole Garcia,"3,3",23,"2,6",2682,,,,,,Très bien,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,Très bien,Chef-d'oeuvre,Pas mal,Très bien,,Très bien,,,,Pas mal,,,,Très bien,,,,,,
126523,en salle,U.S.A.,-,-,15/10/2017,Long métrage,100 000 000 USD,Anglais,-,Couleur,-,-,1 prix et 1 nomination,128223,1h 45min,Comédie,,,Paul Weitz,"2,3",13,"2,6",5038,,,,,,Pas terrible,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,Pas mal,,,,Pas terrible,,,,,,,,Pas mal,,,,,,
128600,en salle,U.S.A.,-,-,01/06/2015,Long métrage,70 000 000 USD,Anglais,35mm,Couleur,Dolby,2.35 : 1 Cinemascope,2 nominations,126363,2h 11min,Drame,,,Oliver Stone,"2,3",24,"2,6",3706,,,,,,Pas mal,Pas terrible,Pas terrible,,,,,,,,Pas mal,,,,,,,Très mauvais,,,,,Très mauvais,,,,,Pas terrible,Pas mal,Pas terrible,Pas mal,Très mauvais,,Pas mal,,,,,,,,Pas mal,,,,,,
144195,en salle,U.S.A.,-,-,01/01/2015,Long métrage,100 000 000 USD,Anglais,-,Couleur,-,-,,126348,1h 47min,Action,Comédie,,Adam McKay,"3,3",18,"2,5",5954,,,,,,Très mauvais,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,
180360,en salle,Corée du Sud,-,-,20/10/2017,Long métrage,-,Coréen,-,Couleur,-,-,2 nominations,126732,1h 47min,Drame,Thriller,,Im Sang-soo,"3,0",22,"3,3",696,,,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,,Très mauvais,,,,,,,,,,,,Très bien,,,,,Pas mal,,Très bien,Pas mal,,,Pas terrible,,,,Très bien,,,,,,,,,,
146714,en salle,U.S.A.,-,-,30/03/2011,Long métrage,20 000 000 USD,"Anglais, Italien",-,Couleur,-,-,3 nominations,127603,1h 43min,Drame,Thriller,,Anton Corbijn,"3,4",17,"2,0",3452,,,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,Très bien,Pas terrible,,,,,,,,,,,,Très bien,,,,,,
146642,en salle,France,-,-,15/08/2015,Long métrage,2 000 000 USD,Français,35mm,Couleur,Dolby Digital,1.85 : 1,9 nominations,124 018,1h 32min,Comédie,,,Gustave Kervern,"3,7",28,"2,7",3962,,,,,,Très bien,Très bien,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,Chef-d'oeuvre,Pas mal,Pas mal,Très bien,,Très bien,,,,Très bien,,,,Très bien,,,,,,
120652,en salle,France,-,-,01/01/2016,Long métrage,-,Français,35mm,Couleur,"Dolby Digital, DTS",1.85 : 1,1 prix et 2 nominations,112040,1h 30min,Comédie,Policier,,Eric Lavaine,"1,7",11,"1,5",2196,,,,,,,Pas terrible,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,Très mauvais,,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,
134076,en salle,,01/12/2024,01/12/2024,01/02/2016,Long métrage,-,"Anglais, Français, Espagnol",-,Couleur,-,-,,137988,2h 08min,Aventure,Comédie,Drame,Emilio Estevez,"2,8",12,"3,9",741,,,,,,,Très bien,Très mauvais,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Très bien,,,,,,,,,,,,,,,,,,,
136108,en salle,,-,-,07/08/2016,Long métrage,20 000 000 EUR,"ARABIC, Anglais, Français",-,Couleur,-,-,2 prix et 6 nominations,118466,2h 18min,Drame,Historique,Guerre,Rachid Bouchareb,"2,6",27,"2,5",1502,,,,,,Très bien,Pas terrible,Pas terrible,,,,,,,,Très bien,,,,,,,Très mauvais,,,,,Très mauvais,,,,,Pas terrible,Pas mal,Pas mal,Pas mal,Très bien,,Pas mal,,,,Pas terrible,,,,Pas terrible,,,,,,
141529,en salle,,08/02/2011,08/02/2011,01/10/2021,Long métrage,40 000 000 USD,Anglais,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,7 nominations,125470,1h 52min,Drame,Epouvante-horreur,,Matt Reeves,"3,2",19,"3,3",2414,,,,,Chef-d'oeuvre,,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Très bien,Très bien,,,,,Pas mal,,,,,,,,,,,,,,
137255,en salle,U.S.A.,-,-,-,Long métrage,31 000 000 USD,Anglais,-,Couleur,-,-,,125466,1h 46min,Drame,,,Tom Vaughan,"2,4",10,"2,7",496,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,Pas terrible,,,,,Pas terrible,,,,,,,,,,,,,,
144631,en salle,France,-,-,01/02/2018,Long métrage,-,Français,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,,-,1h 35min,Comédie dramatique,,,Romain Gavras,"1,9",22,"2,9",1550,,,,,,,Très mauvais,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Très mauvais,,,,,Pas terrible,Pas terrible,,Pas mal,,,Très mauvais,,,,Pas terrible,,,,,,,,,,
170300,en salle,France,05/10/2010,-,23/10/2010,Long métrage,-,"Flamand, Français",35mm,Couleur,"Dolby Digital, DTS",2.35 : 1 Cinemascope,1 prix et 2 nominations,123205,1h 22min,Comédie,Drame,,Jean Becker,"3,1",17,"3,9",3340,,,,,,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas mal,Pas mal,,,,Pas mal,,,,,,,,Très bien,,,,,,
173662,en salle,U.S.A.,01/12/2024,-,06/02/2011,Long métrage,-,Anglais,35mm,Couleur,-,2.35 : 1 Cinemascope,1 prix et 3 nominations,127405,1h 26min,Comédie,,,Gregg Araki,"4,1",23,"3,0",4101,,,,,Chef-d'oeuvre,Très bien,Très bien,Très bien,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Très bien,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,,Pas mal,,,,Très bien,,,,,,
140472,en salle,U.S.A.,03/02/2009,-,17/09/2016,Long métrage,112 000 000 USD,Anglais,-,Couleur,-,-,,128184,1h 25min,Aventure,Comédie,,Rob Letterman,"1,7",13,"1,8",1887,,,,,,,Pas terrible,Très mauvais,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Très mauvais,Très mauvais,,Très mauvais,,,,,,,,,,,,,,,,,
174066,en salle,U.S.A.,-,-,31/01/2024,Long métrage,9 500 000 USD,Anglais,35mm,Couleur,"Dolby, Dolby Digital",2.35 : 1 Cinemascope,,131691,1h 46min,Drame,,,David Schwimmer,"3,3",18,"3,6",2127,,,,,,Pas terrible,,Pas mal,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,,,,Pas mal,Très bien,,,,,Pas mal,,,,,,,,,,,,,,
140586,en salle,,-,-,30/11/2011,Long métrage,13 000 000 USD,Anglais,-,Couleur,-,-,# prix,-,2h 00min,Drame,Thriller,,Michael Winterbottom,"3,1",22,"2,7",2958,,,,,,Très bien,Très mauvais,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,Pas mal,,,,,,,,,,Très mauvais,Très bien,Très bien,Très mauvais,,,,,,,,,,,,,,,,,
143493,en salle,,-,-,03/10/2013,Long métrage,-,"ARABIC, Anglais, Ourdou",35mm,Couleur,Dolby Digital,1.85 : 1,1 prix et 3 nominations,127307,1h 41min,Comédie dramatique,,,Chris Morris,"3,0",19,"3,2",1182,,,,,,Très mauvais,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,
136018,en salle,,17/06/2010,-,17/12/2016,Long métrage,60 000 000 USD,Anglais,-,Couleur,-,-,,124 755,1h 57min,Policier,Thriller,,Martin Campbell,"2,3",20,"2,3",2660,,,,,,,,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Très mauvais,Pas terrible,Pas terrible,Pas terrible,,,Pas mal,,,,,,,,,,,,,,
145724,en salle,U.S.A.,18/05/2011,18/05/2011,05/05/2011,Long métrage,8 000 000 USD,"Anglais, Italien",35mm,Couleur,Dolby Digital DTS,1.85 : 1,1 prix et 1 nomination,127602,1h 38min,Comédie dramatique,,,Sofia Coppola,"3,0",26,"2,4",4110,,,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,Très bien,Pas terrible,,Pas terrible,Chef-d'oeuvre,,Pas mal,,,,Pas mal,,,,,,,,,,
129518,en salle,,01/12/2024,-,04/08/2017,Long métrage,32 000 000 USD,Anglais,-,Couleur,-,-,,126404,1h 51min,Action,Science Fiction,Thriller,Miguel Sapochnik,"2,6",5,"3,1",3387,,,,,Pas terrible,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146711,en salle,France,24/11/2010,24/11/2010,01/01/2016,Long métrage,-,Français,-,Couleur,-,-,,112613,1h 42min,Comédie,,,Olivier Baroux,"3,1",15,"2,2",3526,,,,,,,Pas mal,Pas mal,,,,,,,,Pas terrible,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Très bien,Très bien,,,,Très bien,,,,Très bien,,,,,,,,,,
146402,en salle,U.S.A.,01/01/2022,-,01/01/2015,Long métrage,24 000 000 USD,Anglais,-,Couleur,-,-,,128661,1h 38min,Action,Drame,,George Tillman Jr.,"2,2",11,"2,7",2104,,,,,,,Pas terrible,Très mauvais,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,
137323,en salle,France,-,-,16/10/2011,Long métrage,-,"Anglais, Français, Roumain",-,Couleur,-,-,6 nominations,118872,1h 45min,Drame,,,Eva Ionesco,"3,4",23,"2,9",680,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Très bien,Très bien,,,Pas terrible,,,,Très bien,,,,Très bien,,,,,,
173826,en salle,France,-,-,10/03/2011,Long métrage,-,Français,-,Couleur,-,-,5 nominations,118871,1h 20min,Drame,,,Rebecca Zlotowski,"3,6",22,"2,2",592,,,,,,Chef-d'oeuvre,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,Très bien,Pas mal,Très bien,,Pas mal,,,,Pas terrible,,,,,,,,,,
133688,en salle,France,-,-,02/07/2011,Long métrage,-,Français,35mm,Couleur,-,-,1 prix et 1 nomination,-,1h 44min,Thriller,,,Raphaël Jacoulot,"3,5",20,"3,1",912,,,,,,Très bien,Pas mal,Très bien,,,,,,,,Pas terrible,,,,,,,,,,,,Pas mal,,,,,Pas mal,Pas mal,Très bien,Très bien,,,Pas mal,,,,Très bien,,,,,,,,,,
136359,en salle,France,08/03/2011,-,03/03/2011,Long métrage,-,"Français, Allemand",-,Couleur,-,-,1 prix et 15 nominations,115106,2h 19min,Drame,Historique,Romance,Bertrand Tavernier,"3,4",25,"3,1",2435,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,Chef-d'oeuvre,Très bien,Très mauvais,Très bien,,Très bien,,,,Chef-d'oeuvre,,,,,,,,,,
177805,en salle,U.S.A.,01/12/2024,01/12/2024,02/07/2019,Long métrage,2 000 000 USD,Anglais,-,Couleur,-,-,4 prix et 12 nominations,128895,1h 40min,Aventure,Drame,,Debra Granik,"4,0",26,"3,5",2458,,,,,,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,Très bien,,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,
137903,en salle,,26/01/2011,26/01/2011,01/10/2021,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 40min,Action,Epouvante-horreur,,Paul W.S. Anderson,"1,3",6,"2,1",6408,,,,,Très mauvais,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
183425,en salle,France,-,07/09/2011,20/05/2011,Long métrage,-,Français,-,Couleur,-,-,,125766,1h 40min,Comédie,,,Pascale Pouzadoux,"2,0",1,"1,6",1670,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130876,en salle,France,-,-,21/07/2019,Long métrage,-,"Anglais, Français, Allemand, Italien",35mm,Couleur,"Dolby Digital DTS, Dolby SR",2.35 : 1 Cinemascope,1 prix et 1 nomination,122 688,2h 00min,Comédie dramatique,Drame,Romance,Claude Lelouch,"2,9",18,"3,2",782,,,,,,Très bien,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très mauvais,Pas mal,Très bien,,Chef-d'oeuvre,,Pas mal,,,,Pas mal,,,,,,,,,,
134514,en salle,U.S.A.,30/11/2024,18/12/2010,04/08/2017,Long métrage,30 000 000 USD,Anglais,-,Couleur,-,-,,-,1h 47min,Comédie musicale,Romance,,Jon M. Chu,"3,3",7,"3,7",3129,,,,,,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,
182900,en salle,U.S.A.,06/04/2011,-,10/02/2021,Long métrage,-,"Anglais, Allemand",-,Couleur,-,-,4 nominations,127084,1h 22min,Comédie,,,Jason Friedberg,"1,6",11,"1,6",2168,,,,,Pas terrible,,,Pas terrible,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,
187677,en salle,France,26/10/2011,-,-,Long métrage,5 000 000 EUR,Français,-,Couleur,-,-,,-,1h 41min,Comédie dramatique,,,Karine Silla,"2,2",13,"2,7",299,,,,,,Très bien,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Pas terrible,,,,,Pas terrible,,,,Pas mal,,,,,,,,,,
172862,en salle,France,01/12/2024,-,12/05/2011,Long métrage,-,Français,35mm,Couleur,-,-,2 prix et 3 nominations,124607,1h 35min,Comédie dramatique,,,Philippe Guillard,"2,4",15,"3,3",2724,,,,,,Pas terrible,,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,
120782,en salle,,14/02/2011,09/02/2011,01/01/2016,Long métrage,11 000 000,"Anglais, Français, Autre",35mm,Couleur,"Dolby Digital, DTS",1.85 : 1,2 prix et 6 nominations,116940,1h 20min,Animation,Drame,,Sylvain Chomet,"4,1",25,"3,6",3976,,,,,,Très bien,Pas mal,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,Très bien,,,,,Très bien,Très bien,Très bien,Pas terrible,Chef-d'oeuvre,,Très bien,,,,,,,,Très bien,,,,,,
136335,en salle,France,03/04/2008,-,01/02/2016,Long métrage,-,Français,35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,2 nominations,116897,1h 20min,Aventure,Epouvante-horreur,Thriller,Antoine Blossier,"2,9",13,"1,7",552,,,,,Très bien,Pas mal,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,
138726,en salle,U.S.A.,-,-,01/06/2015,Long métrage,55 000 000 USD,"Anglais, Hébreu",-,Couleur,-,-,,125883,1h 28min,Comédie,Romance,,Shawn Levy,"3,1",18,"2,6",4410,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Très bien,,,,Pas mal,,,,Très bien,,,,,,,,,,
178852,en salle,France,-,-,20/02/2017,Long métrage,-,"Français, Italien",-,Couleur,-,-,1 prix et 2 nominations,125972,1h 45min,Comédie,,,Philippe Claudel,"2,9",14,"3,6",1621,,,,,,Pas mal,,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,Très bien,Pas mal,,,,,,,,,,,,,,,,,,
186986,en salle,,-,-,03/01/2012,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 35min,Drame,Epouvante-horreur,Thriller,Olivier Abbou,"3,7",3,"2,1",649,,,,,Très bien,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174643,en salle,,-,-,03/12/2011,Long métrage,-,Anglais,-,Couleur,-,-,2 prix et 10 nominations,130 211,1h 47min,Comédie dramatique,,,Richard Ayoade,"2,8",14,"3,6",1252,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Pas terrible,Pas mal,,,,,,,Très bien,,,,,,,,,,
141753,en salle,,02/03/2011,-,01/01/2016,Long métrage,2 500 000 EUR,Français,-,Couleur,-,-,4 nominations,121405,1h 25min,Fantastique,Epouvante-horreur,Thriller,Franck Richard,"2,1",17,"1,4",786,,,,,Pas terrible,,Pas terrible,Pas terrible,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Très mauvais,,,Pas mal,,,Pas mal,,,,,,,,Pas terrible,,,,,,
53738,en salle,U.S.A.,-,-,01/02/2016,Long métrage,-,Anglais,-,Couleur,-,-,,126550,1h 44min,Comédie,,,Jay Roach,"1,7",3,"1,4",892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,
185157,en salle,France,25/01/2012,-,01/02/2016,Long métrage,-,Français,-,Couleur,-,-,1 prix et 6 nominations,123684,1h 42min,Drame,,,Gilles Legrand,"2,8",17,"3,9",2089,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,Pas mal,Très bien,Très mauvais,,,Pas terrible,,,,,,,,Très bien,,,,,,
142306,en salle,France,-,-,10/07/2010,Long métrage,7 000 000 EUR,Français,35mm,Couleur,-,-,,118915,1h 33min,Comédie,Romance,,Denys Granier-Deferre,"2,8",17,"2,1",1411,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Très bien,,,,,Pas mal,,,,,,,,,,,,,,
180401,en salle,,03/04/2012,-,16/07/2011,Long métrage,2 000 000 EUR,Portugais,-,Couleur,-,-,3 nominations,124 263,1h 35min,Drame,,,Manoel de Oliveira,"4,1",21,"2,6",277,,,,,,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,Très bien,Chef-d'oeuvre,Très bien,,Très bien,,,,,,,,,,,,,,
139453,en salle,,-,17/08/2011,09/09/2020,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 52min,Drame,,,John Wells,"3,3",21,"3,4",2401,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,
145329,en salle,,-,-,25/07/2017,Long métrage,44 000 000 USD,Anglais,-,Couleur,-,-,3 nominations,127237,1h 39min,Drame,Fantastique,Romance,Burr Steers,"1,4",8,"3,4",2137,,,,,,,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,
139361,en salle,,30/11/2024,17/11/2010,17/11/2010,Long métrage,4 000 000 EUR,Français,35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,1 prix et 3 nominations,117 158,1h 40min,Drame,Thriller,,Gilles Marchand,"2,6",22,"2,0",909,,,,,Pas terrible,Très bien,Très mauvais,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Très bien,Pas mal,Pas terrible,Très bien,,,Pas terrible,,,,,,,,Pas mal,,,,,,
180603,en salle,Mexique,12/04/2011,-,16/10/2010,Long métrage,-,Espagnol,-,Couleur,-,-,1 prix et 1 nomination,126435,1h 34min,Drame,Erotique,,Michael Rowe (III),"3,2",18,"2,4",176,,,,,,Pas terrible,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Pas mal,Pas mal,Chef-d'oeuvre,,,Pas terrible,,,,,,,,,,,,,,
136215,en salle,,-,-,30/11/2011,Long métrage,-,"Anglais, Français",35mm,Couleur,-,-,4 nominations,107894,1h 27min,Animation,Science Fiction,,Antoine Charreyron,"2,9",19,"3,1",2713,,,,,Très bien,,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,Pas terrible,Pas terrible,,,Pas mal,,,,,,,,,,,,,,
179224,en salle,France,10/01/2012,-,10/01/2012,Long métrage,7 700 000 USD,Français,-,Couleur,-,-,,127444,1h 30min,Policier,,,Franck Mancuso,"2,2",16,"2,6",895,,,,,,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Pas mal,Pas terrible,,,,Pas mal,,,,,,,,,,,,,,
145542,en salle,U.S.A.,-,-,01/01/2019,Long métrage,-,Anglais,-,Couleur,-,-,,128701,1h 35min,Animation,Comédie,Famille,Tim Hill,"2,1",15,"2,5",1150,,,,,,,Très mauvais,Pas terrible,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,Pas mal,,,,Pas terrible,,,,,,,,,,,,,,
141733,en salle,France,30/06/2010,-,03/12/2019,Long métrage,-,Français,-,Couleur,-,-,,122530,1h 35min,Comédie,,,Hervé Renoh,"2,6",7,"2,0",1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,,,,,,,,,,,,,
124055,en salle,,23/05/2012,30/11/2024,22/06/2017,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,4 nominations,116698,1h 36min,Comédie,,,Stéphane Robelin,"2,8",19,"3,3",922,,,,,,Pas mal,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Pas mal,Très bien,,Très bien,,Pas terrible,,,,,,,,,,,,,,
171560,en DVD,U.S.A.,30/11/2024,30/11/2024,08/09/2022,Long métrage,-,Anglais,-,Couleur,-,-,2 nominations,-,,Drame,Historique,,Robert Redford,"3,5",2,"3,7",423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,
173827,en salle,France,14/02/2019,-,26/05/2011,Long métrage,-,Français,-,Couleur,-,-,6 prix et 9 nominations,123158,1h 27min,Drame,Romance,,Alix Delaporte,"3,3",21,"3,4",785,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,Très bien,Très bien,,Très bien,,,,Très bien,,,,Pas mal,,,,,,
182049,en salle,,-,-,06/06/2012,Long métrage,10 000 000 USD,Français,-,Couleur,-,-,2 nominations,127005,2h 00min,Drame,,,Jean-Marc Vallée,"2,7",23,"3,3",1058,,,,,,Pas terrible,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,Pas terrible,Pas terrible,,,,Pas terrible,,,,,,,,,,,,,,
139326,en salle,,-,-,16/06/2011,Long métrage,10 000 000 USD,Anglais,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,2 nominations,-,1h 32min,Drame,Romance,,Massy Tadjedin,"2,7",17,"2,6",3258,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,,Pas terrible,,,Pas mal,,,,Très bien,,,,,,,,,,
