identifiant,release,nationalite,date_sortie_dvd,date_sortie_bluray,date_sortie_vod,type_film,budget,langues,format_production,couleur,format_audio,format_projection,recompenses,num_visa,duration,genre1,genre2,genre3,director,press_rating,press_reviews,spectators_rating,spectators_reviews,L’Écran fantastique,Les Cahiers du cinéma,Cinemateaser,Les Inrocks,Mad Movies,Positif,Première,Télérama,Transfuge,À voir à lire,Bande à part,Critikat,Culturebox,Culturopoing,Ecran large,Filmsactu,Journal du geek,La Septième obsession,LCI,Les Fiches du cinéma,IGN France,20 minutes,Charlie Hebdo,CNews,Les Dernières Nouvelles d’Alsace,Les Echos,L’Humanité,La Croix,La Voix du nord,Le Dauphiné Libéré,Le Figaro,Le JDD,Le Monde,Le Parisien,Le Point,Libération,Marianne,Nouvel Obs,Ouest France,Sud-Ouest,Biba,Closer,Elle,Femme actuelle,GQ,Marie-Claire,Paris Match,Public,Rolling Stone,Télé 2 semaines,Télé 7 jours,Téléloisirs,Voici
200386,en salle,République tchèque,-,-,15/06/2012,Long métrage,-,Tchèque,-,Couleur,-,-,2 nominations,132545,1h 15min,Animation,,,N/A,"3,3",3,"2,7",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
138727,en salle,U.S.A.,04/05/2011,01/12/2024,10/04/2011,Long métrage,-,Anglais,-,Couleur,-,-,4 nominations,128276,1h 31min,Comédie,Drame,Romance,Philip Seymour Hoffman,"2,7",21,"2,6",213,,,,,,Très bien,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Pas terrible,Très bien,Pas terrible,,,,,,,Pas mal,,,,,,,,,,
184249,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,119467,1h 08min,Drame,,,Isild Le Besco,"3,6",14,"1,8",58,,,,,,Pas mal,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Très bien,,,,,,,,,,
178714,en salle,Espagne,-,-,12/09/2010,Long métrage,-,Espagnol,-,Couleur,-,-,,-,1h 13min,Aventure,Animation,,Antonio Zurera,"2,9",7,"2,3",19,,,,,,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,Très bien,,,,,,,,,,,,,,
178151,en salle,U.S.A.,-,-,01/06/2016,Long métrage,-,Anglais,35mm,Couleur,"Dolby Digital, DTS, SDDS",1.85 : 1,2 nominations,126571,1h 32min,Comédie,,,Jay Duplass,"3,1",18,"2,1",450,,,,,,Pas terrible,Pas terrible,Pas terrible,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Pas terrible,,Très bien,,,,Pas mal,,,,,,,,,,,,,,
189760,en salle,Colombie,30/11/2024,-,-,Long métrage,-,Espagnol,-,Couleur,Dolby Digital,2.35 : 1 Cinemascope,,128352,1h 30min,Drame,,,Carlos César Arbeláez,"2,8",8,"3,8",35,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
180431,en salle,Chine,-,-,-,Long métrage,-,Chinois,-,Couleur,-,-,,132903,1h 55min,Drame,,,Wang Xiaoshuai,"3,6",7,"3,3",50,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,,Très bien,,,,,,,,,,,Pas terrible,,,,,,
187523,en salle,Canada,-,-,-,Long métrage,-,Français,-,Couleur,-,-,3 nominations,133745,1h 31min,Drame,,,Anne Émond,"3,0",10,"3,4",45,,,,,,,Pas mal,Très mauvais,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,Très bien,,,,,,,,,,,,,,,,,,
191624,en salle,,04/09/2012,-,25/08/2012,Long métrage,-,Espagnol,-,Couleur,-,-,3 nominations,-,1h 29min,Drame,,,Sebastián Silva,"3,4",22,"3,2",226,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas mal,Très bien,Très bien,,,,,,,,,,,Très bien,,,,,,
44160,en salle,,-,-,11/12/2010,Long métrage,-,"Français, Allemand",35mm,Couleur,-,2.35 : 1 Cinemascope,2 nominations,-,1h 24min,Comédie dramatique,,,Angela Schanelec,"3,1",12,"1,7",52,,,,,,Très mauvais,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,Très bien,,,,,,,Très bien,,,,,,,,,,
138489,en salle,U.S.A.,-,-,-,Long métrage,-,Anglais,-,Couleur,Dolby Digital,2.35 : 1 Cinemascope,,136475,1h 46min,Comédie dramatique,,,Mark Ruffalo,"2,3",13,"2,6",20,,,,,,Pas terrible,Pas mal,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas mal,,Très mauvais,,,,,,,,,,,,,,,,,
174394,en salle,France,03/07/2012,-,-,Long métrage,-,Français,35mm,Couleur,Dolby SR,1.85 : 1,2 nominations,123 585,1h 35min,Drame,Romance,,Renaud Fely,"2,9",16,"2,1",111,,,,,,Pas terrible,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Chef-d'oeuvre,Très bien,,Très bien,,Pas terrible,,,,,,,,Pas mal,,,,,,
180376,en salle,,-,-,02/06/2011,Long métrage,-,Espagnol,-,Couleur,-,-,2 nominations,-,1h 47min,Drame,,,Pablo Trapero,"3,6",22,"3,1",585,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Chef-d'oeuvre,Très bien,,Pas mal,,,Très bien,,,,,,,,Très bien,,,,,,
189377,en salle,Finlande,19/10/2011,-,01/11/2017,Long métrage,9 300 000 USD,Suédois,-,Couleur,-,-,,-,1h 17min,Animation,Famille,,Maria Lindberg,"2,8",6,"3,1",12,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
195788,en salle,,-,-,18/01/2024,Long métrage,-,Italien,-,Couleur,-,-,4 nominations,126447,1h 50min,Drame,,,Andrea Molaioli,"2,7",15,"2,8",52,,,,,,Très bien,Pas terrible,Pas terrible,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,,,Pas terrible,Pas terrible,Très mauvais,,,,,,,,,,,,Pas mal,,,,,,
179140,en salle,Canada,02/01/2014,-,29/06/2012,Long métrage,-,Français,-,Couleur,-,-,2 nominations,132800,1h 29min,Drame,,,Stéphane Lafleur,"3,1",14,"2,6",23,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,
172226,en salle,U.S.A.,-,-,13/08/2011,Long métrage,-,Anglais,-,Couleur,"Dolby, Dolby Digital",1.85 : 1,2 nominations,129 295,2h 01min,Policier,Romance,,Monte Hellman,"3,1",18,"2,3",83,,,,,Chef-d'oeuvre,Pas terrible,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,,,,,,,,,,,,,,,
177230,en salle,,28/01/2019,-,09/06/2011,Long métrage,-,Bosniaque,-,Couleur,-,-,2 nominations,-,1h 40min,Drame,,,Jasmila Žbanić,"3,2",18,"3,6",129,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Très bien,,,,Pas mal,,,,,,,,Pas mal,,,,,,
130945,en salle,France,-,-,31/07/2010,Long métrage,3 000 000 EUR,"Dialecte africain, Français",-,Couleur,-,-,,113395,1h 35min,Drame,,,Jean-Christophe Klotz,"3,2",18,"2,6",106,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,Pas terrible,,Pas mal,,,Pas mal,,,,Très bien,,,,,,,,,,
185872,en salle,,04/12/2012,-,-,Long métrage,-,Français,35mm,Couleur,Dolby Digital,-,4 nominations,132468,1h 25min,Drame,,,Sophie Schoukens,"2,3",12,"2,5",15,,,,,,Pas mal,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
130424,en salle,France,-,-,-,Long métrage,-,Français,35mm,Couleur,DTS stéréo,-,,109245,1h 20min,Comédie dramatique,,,Olivier Torres,"2,9",8,"3,1",9,,,,,,Pas mal,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
180429,en salle,Roumanie,-,-,-,Long métrage,-,Roumain,35mm,Couleur,"Dolby SR, Dolby SRD",2.35 : 1 Cinemascope,3 nominations,127269,1h 39min,Drame,,,Radu Muntean,"3,7",14,"2,9",97,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,
180430,en salle,,-,-,01/04/2011,Long métrage,-,Dialecte africain,-,Couleur,-,-,,-,1h 46min,Drame,Famille,,Oliver Schmitz,"3,2",20,"3,6",66,,,,,,Très bien,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,Très bien,Pas mal,,,Pas mal,,,,,,,,Très bien,,,,,,
195541,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,2 nominations,137440,1h 25min,Comédie,,,Nicolas Boone,"2,0",4,"3,1",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très mauvais,,,,,,,,,,,,,,,,,
140497,en salle,,01/12/2024,-,15/06/2017,Long métrage,2 000 000 EUR,Roumain,"35mm, HD",Couleur,"Dolby Digital, Dolby SRD",-,2 nominations,122808,3h 01min,Drame,,,Cristi Puiu,"3,1",15,"2,0",31,,,,,,Très bien,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,,
180421,en salle,,-,-,17/03/2011,Long métrage,-,Russe,-,Couleur,-,-,2 nominations,127854,2h 07min,Drame,,,Sergei Loznitsa,"3,1",18,"2,8",71,,,,,,Très bien,Pas mal,Très bien,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Très bien,,Pas terrible,Très bien,,,,,,,Très bien,,,,Pas terrible,,,,,,
177966,en salle,Japon,-,-,-,Long métrage,-,Russe,35mm,Couleur,DTS,-,3 nominations,131266,1h 20min,Animation,Famille,Fantastique,Makoto Nakamura,"2,8",8,"3,3",19,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,
183934,en salle,,-,-,-,Long métrage,-,Français,-,Couleur,-,-,2 nominations,-,1h 22min,Drame,,,Sarah Bouyain,"2,6",9,"3,0",9,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
180615,en salle,,14/02/2019,-,11/09/2011,Long métrage,-,Espagnol,-,Couleur,-,-,2 nominations,124934,1h 37min,Drame,,,Diego Lerman,"2,9",12,"2,1",93,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
189916,en salle,,-,-,15/07/2024,Long métrage,-,"Anglais, Hébreu",-,Couleur,-,-,,-,1h 30min,Drame,,,Michal Aviad,"3,1",8,"2,8",14,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,,
171730,en salle,,-,-,12/05/2011,Long métrage,2 730 000 USD,Espagnol,-,Couleur,-,-,4 nominations,-,1h 23min,Comédie,Drame,,Diego Luna,"3,6",19,"3,2",62,,,,,,Très bien,Très bien,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Très bien,,,,,Très bien,Très bien,,Très bien,,,Pas mal,,,,Chef-d'oeuvre,,,,,,,,,,
180439,en salle,,30/11/2024,-,15/04/2011,Long métrage,-,Allemand,-,Couleur,-,-,,128224,1h 49min,Drame,Romance,,Christoph Hochhäusler,"3,4",14,"2,8",40,,,,,,Très bien,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,,,,,,,,,,,,,,Pas mal,,,,,,
177740,en salle,Japon,03/05/2011,-,01/04/2011,Long métrage,-,Japonais,35mm,Couleur,Dolby SR,1.85 : 1,,127903,1h 25min,Drame,,,Koji Wakamatsu,"3,5",14,"3,4",65,,,,,,Très bien,,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,Très bien,,,,Très bien,,,,,,,,,,Très bien,,,,,,
186204,en salle,Espagne,-,-,19/02/2012,Long métrage,-,"Catalan, Espagnol",-,Couleur,-,-,4 nominations,130783,1h 35min,Comédie dramatique,Romance,,Agustí Vila,"2,5",12,"2,7",18,,,,,,Pas terrible,Très mauvais,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très mauvais,,,,,,,,,,,,,,,,,
180581,en salle,,-,-,31/01/2014,Long métrage,-,Vietnamien,-,Couleur,-,-,2 prix et 2 nominations,125242,1h 30min,Drame,,,Phan Dang Di,"3,4",9,"3,1",43,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
193126,en salle,,-,-,-,Long métrage,-,Mandarin,-,Couleur et N&B,-,-,,130865,2h 03min,Drame,,,Miaoyan Zhang,"3,1",8,"2,2",11,,,,,,Pas terrible,Chef-d'oeuvre,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
110922,en salle,France,-,-,04/05/2012,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,2 nominations,109039,1h 30min,Drame,Fantastique,Romance,Julien Donada,"2,9",11,"2,7",24,,,,,,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
186445,en salle,Liban,-,-,-,Long métrage,-,ARABIC,-,Couleur,-,-,1 prix et 5 nominations,131420,1h 15min,Drame,,,Georges Hachem,"2,6",13,"3,3",26,,,,,,Pas mal,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
183977,en salle,Corée du Sud,-,-,-,Long métrage,-,Coréen,-,Couleur,-,-,2 nominations,-,1h 20min,Comédie dramatique,,,Hong Sang-Soo,"3,5",14,"2,7",56,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,,Très bien,,,,,,,,,,,,,,,,,,
183980,en salle,,30/11/2024,-,20/12/2016,Long métrage,-,Français,35mm,Couleur,Dolby SR - Digital DTS - Digital,2.35 : 1 Cinemascope,2 nominations,123084,1h 27min,Drame,,,Marion Hänsel,"2,6",10,"2,2",29,,,,,,Pas terrible,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,
186719,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,121 731,1h 23min,Comédie,,,Frédéric Pelle,"3,0",7,"3,1",22,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
175303,en salle,Finlande,-,-,01/03/2012,Long métrage,-,Finlandais,-,Couleur,-,-,2 prix et 1 nomination,-,1h 35min,Comédie,,,Dome Karukoski,"2,7",15,"1,9",415,,,,,,,Pas terrible,Très mauvais,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,Très bien,Très bien,,,,Pas mal,,,,,,,,Très bien,,,,,,
194366,en salle,Islande,14/11/2012,14/11/2012,01/03/2023,Long métrage,-,Islandais,-,Couleur,-,-,2 nominations,132509,1h 33min,Drame,,,Baldvin Zophoníasson,"2,9",12,"3,7",100,,,,,,Très bien,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,,,,
195614,en salle,Bulgarie,-,-,-,Long métrage,-,Bulgare,35mm,Couleur,-,2.35 : 1 Cinemascope,,-,1h 28min,Comédie,Drame,,Dragomir Sholev,"3,3",6,"3,5",10,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
177535,en salle,Chine,-,-,07/07/2012,Long métrage,-,Mandarin,-,Couleur,-,-,2 nominations,131953,1h 36min,Drame,,,Quanan Wang,"3,7",12,"3,5",69,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
127480,en salle,France,-,-,-,Long métrage,-,Français,35mm,Couleur,DTS,1.85 : 1,,107 967,1h 40min,Aventure,,,Léon Desclozeaux,"1,6",5,"2,1",8,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,,,
180621,en salle,U.S.A.,-,-,14/04/2012,Long métrage,-,Anglais,-,Couleur,-,-,3 nominations,131116,1h 18min,Drame,,,Alistair Banks Griffin,"3,0",12,"3,0",69,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
183955,en salle,,-,-,-,Long métrage,-,Serbo-croate,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,2 nominations,123 224,1h 53min,Drame,,,Danis Tanovic,"3,5",12,"3,2",56,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Très bien,,,,Très bien,,,,Très bien,,,,,,
184835,en salle,Espagne,20/10/2011,-,-,Long métrage,-,Espagnol,35mm,Couleur,Dolby Digital,1.85 : 1,,117092,1h 58min,Drame,,,Francisco Avizanda,"2,3",6,"2,6",3,,,,,,Très bien,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
135249,en salle,,01/12/2024,-,22/01/2011,Long métrage,25 000 000 EUR,Turc,35mm,Couleur,Dolby Digital,1.85 : 1,4 nominations,127049,1h 43min,Drame,,,Semih Kaplanoğlu,"3,6",19,"3,2",135,,,,,,Chef-d'oeuvre,Pas terrible,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,Pas terrible,Très bien,Très bien,,,,,,Très bien,,,,,,,,,,
143561,en salle,,05/03/2013,-,25/11/2012,Long métrage,-,"ARABIC, Hébreu",35mm,Couleur,DTS,-,2 prix et 1 nomination,124183,1h 23min,Comédie dramatique,,,Sameh Zoabi,"2,8",12,"2,1",29,,,,,,Très bien,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,,,,,Pas mal,,,,,,,,Très bien,,,,,,
180404,en salle,,-,-,22/01/2011,Long métrage,-,Français,-,Couleur,-,-,,116 953,2h 02min,Drame,,,Otar Iosseliani,"3,5",17,"1,9",26,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,
182092,en salle,Espagne,03/09/2013,-,05/10/2017,Long métrage,-,Espagnol,-,Couleur,-,-,2 prix et 7 nominations,132960,1h 45min,Drame,,,Jon Garaño,"3,0",14,"3,4",64,,,,,,Pas mal,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,Très bien,,,,,,,,,,,,Pas mal,,,,,,
213416,en salle,Russie,20/08/2013,-,-,Long métrage,-,Russe,-,Couleur,-,-,,-,0h 52min,Animation,,,Konstantin Bronzik,"3,6",7,"3,3",10,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
179387,en salle,,20/02/2012,-,-,Long métrage,-,"Anglais, Espagnol",-,Couleur,-,-,,-,1h 23min,Drame,,,Paz Fábrega,"3,1",9,"3,0",18,,,,,,Très bien,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,,,,,,,,,,,,
179705,en salle,Finlande,08/11/2011,-,-,Long métrage,-,Finlandais,-,Couleur,-,-,,-,1h 30min,Drame,,,Aleksi Salmenperä,"2,9",14,"2,7",18,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,Très bien,,,,,,,,,,,Très bien,,,,,,
179784,en salle,,-,-,08/04/2011,Long métrage,-,"Français, Lituanien, Russe",-,Couleur,-,-,3 nominations,115 695,1h 50min,Drame,,,Sharunas Bartas,"2,9",13,"2,5",34,,,,,,Pas mal,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Très bien,,,Très bien,,,,,,,,,,,Pas mal,,,,,,
186748,en salle,Canada,-,-,25/04/2023,Long métrage,-,Anglais,-,Couleur,Dolby SRD,-,3 nominations,134976,1h 22min,Drame,Thriller,,Ryan Redford,"3,1",14,"3,4",16,,,,,,Très bien,Pas mal,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,Très bien,,,,,,
214824,en salle,France,18/10/2013,-,01/12/2024,Long métrage,-,Français,-,Couleur,Dolby SR,-,,125839,1h 21min,Drame,,,Jean-Pierre Delépine,"4,0",1,"2,6",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193018,en salle,,-,-,-,Long métrage,-,"Bengali, Islandais",-,Couleur,-,-,2 nominations,-,1h 30min,Drame,,,Vimukthi Jayasundara,"3,5",10,"3,4",9,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
178234,en salle,Mexique,-,-,-,Long métrage,-,Espagnol,-,Couleur,-,-,,-,1h 50min,Comédie dramatique,,,Mariana Chenillo,"3,2",10,"3,3",15,,,,,,Pas mal,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
193284,en salle,Egypte,-,-,-,Long métrage,-,ARABIC,35mm,Couleur,-,-,,130678,2h 05min,Drame,Historique,,N/A,"3,1",14,"3,0",13,,,,,,Chef-d'oeuvre,Très bien,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,Pas mal,,,,,,,,,,Pas mal,,,,,,
183949,en salle,Espagne,01/12/2024,-,15/06/2012,Long métrage,-,Espagnol,-,Couleur,-,-,1 prix et 5 nominations,131460,1h 52min,Drame,,,Fernando León de Aranoa,"3,1",16,"3,7",80,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,,,,Pas mal,,,,,,Pas mal,,,,,,,,,,
185400,en salle,Belgique,02/05/2012,30/11/2024,07/04/2012,Long métrage,-,"Néerlandais, Français",-,Couleur,-,-,2 nominations,131363,1h 28min,Drame,Fantastique,Thriller,Koen Mortier,"2,2",11,"2,4",25,,,,,Très mauvais,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
197487,en salle,Finlande,-,-,-,Long métrage,-,"Finlandais, Suédois",-,Couleur,-,-,,144859,1h 44min,Drame,,,N/A,"2,3",3,"3,4",4,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182172,en salle,,-,-,-,Long métrage,-,Kirghize,-,Couleur,-,-,4 nominations,118010,1h 16min,Drame,,,Aktan Arym Kubat,"2,9",13,"3,4",52,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,
184285,en salle,Chine,-,-,23/06/2011,Long métrage,-,Mandarin,-,Couleur,-,-,,128297,1h 31min,Drame,,,Li Hongqi,"3,4",13,"3,1",18,,,,,,Pas terrible,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
215618,en salle,,-,-,-,Long métrage,-,Espagnol,-,Couleur,-,-,,-,1h 44min,Divers,,,Rubén Mendoza,"3,1",7,"3,3",6,,,,,,Pas mal,Très bien,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182292,en salle,Roumanie,-,-,-,Long métrage,-,Roumain,-,Couleur,-,-,,-,2h 35min,Drame,,,Ioana Uricaru,"3,7",9,"3,5",31,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
57112,en salle,France,-,-,10/01/2013,Long métrage,-,Français,35mm,Couleur et N&B,Dolby SRD,1.37 : 1,,-,1h 10min,Animation,,,Ladislas Starewitch,"3,9",12,"3,2",14,,,,,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,,,,,,,
182636,en salle,France,-,-,-,Long métrage,-,Français,35mm,Couleur et N&B,-,-,,-,,Divers,,,N/A,"5,0",1,"3,9",9,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184234,en salle,,-,-,-,Long métrage,-,Français,-,Couleur et N&B,-,-,,116135,1h 33min,Drame,,,Francois-Jacques Ossang,"3,1",13,"2,5",39,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,,,,,,,Pas mal,,,,,,
184785,en salle,,-,-,-,Long métrage,-,"Anglais, Français, Allemand, Portugais",-,Couleur,-,-,2 nominations,124396,2h 10min,Aventure,Comédie musicale,,João Nicolau,"1,8",9,"2,5",5,,,,,,Très mauvais,Pas terrible,Très mauvais,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
186072,en salle,Italie,-,-,24/11/2013,Long métrage,-,Italien,-,Couleur,-,-,,-,1h 45min,Comédie dramatique,Comédie musicale,,Rocco Papaleo,"3,2",6,"2,7",23,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
184011,en salle,Italie,-,-,19/05/2024,Long métrage,-,Italien,-,Couleur,-,-,,-,1h 33min,Comédie dramatique,,,Ascanio Celestini,"3,2",19,"2,7",38,,,,,,Très mauvais,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,Très bien,,,Pas mal,,,,,,,,,,,,,,
193425,en salle,,-,-,27/06/2017,Long métrage,-,Mandarin,-,Couleur,-,-,2 nominations,127019,1h 20min,Drame,,,Xiaoling Zhu,"2,6",12,"3,0",16,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,,,,
